Timestamp,Pos,Velo,Current,TrackingDeviat,FeedbackCurrent,UserCurrentLimit
2019-04-09T00:00:01,7.0e-1,	305.56,	37,	9.0e-2,	33,	100.0
2019-04-09T00:00:02,1.01,	304.18,	33,	8.0e-2,	32,	100.0
2019-04-09T00:00:03,1.31,	304.18,	30,	8.0e-2,	30,	100.0
2019-04-09T00:00:04,1.61,	302.12,	27,	7.0e-2,	36,	100.0
2019-04-09T00:00:05,1.92,	310.36,	29,	6.0e-2,	35,	100.0
